PAW protein_summary_9 results file
written: Wed Jul 17 11:40:29 2019

 	=subtotal(109,B6:B4149)	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	x
1990.05	1	XP_027472727.1	redundant	14.0	2472	284484	spectrin alpha chain, non-erythrocytic 1 isoform X6 [Zalophus californianus]	41	41	1.000	11	6	0	0	4	0	0	1	0	3	1	0	12	0	0	0	0	3	0	11	6	0	0	4	0	0	1	0	3	1	0	12	0	0	0	0	3	0	11.000	6.000	0.000	0.000	4.000	0.000	0.000	1.000	0.000	3.000	1.000	0.000	12.000	0.000	0.000	0.000	0.000	3.000	0.000	 
1990.06	1	XP_027472728.1	redundant	14.0	2457	282781	spectrin alpha chain, non-erythrocytic 1 isoform X7 [Zalophus californianus]	41	41	1.000	11	6	0	0	4	0	0	1	0	3	1	0	12	0	0	0	0	3	0	11	6	0	0	4	0	0	1	0	3	1	0	12	0	0	0	0	3	0	11.000	6.000	0.000	0.000	4.000	0.000	0.000	1.000	0.000	3.000	1.000	0.000	12.000	0.000	0.000	0.000	0.000	3.000	0.000	 
1990.07	1	XP_027472729.1	redundant	14.1	2452	282226	spectrin alpha chain, non-erythrocytic 1 isoform X8 [Zalophus californianus]	41	41	1.000	11	6	0	0	4	0	0	1	0	3	1	0	12	0	0	0	0	3	0	11	6	0	0	4	0	0	1	0	3	1	0	12	0	0	0	0	3	0	11.000	6.000	0.000	0.000	4.000	0.000	0.000	1.000	0.000	3.000	1.000	0.000	12.000	0.000	0.000	0.000	0.000	3.000	0.000	 
1991.0	1	XP_027472761.1	 	10.1	288	30690	sushi domain-containing protein 3 isoform X1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
1991.01	1	XP_027472762.1	redundant	11.3	257	27140	sushi domain-containing protein 3 isoform X2 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
1992.0	1	XP_027472771.1	 	20.9	335	36409	fructose-1,6-bisphosphatase isozyme 2 isoform X2 [Zalophus californianus]	27	16	0.593	3	0	0	3	1	0	0	6	0	0	2	0	3	1	0	1	4	3	0	2	0	0	1	1	0	0	3	0	0	1	0	3	1	0	0	2	2	0	2.133	0.000	0.000	1.143	1.000	0.000	0.000	3.500	0.000	0.000	1.250	0.000	3.000	1.000	0.000	0.000	2.160	3.000	0.000	XP_027472513.1, XP_027472771.1
1993.0	1	XP_027472812.1	 	82.2	129	14346	serum amyloid A-2 protein [Zalophus californianus]	492	9	0.018	58	16	16	0	11	13	22	0	1	0	154	127	15	36	2	0	0	17	4	0	0	0	0	0	0	0	0	0	0	5	4	0	0	0	0	0	0	0	5.000	0.333	0.667	0.000	1.083	1.500	1.000	0.000	0.167	0.000	61.443	47.794	0.500	2.000	0.333	0.000	0.000	0.667	0.000	XP_027436378.1, XP_027436841.1, XP_027436856.1, XP_027437311.1, XP_027470065.1, XP_027470067.1, XP_027472812.1, XP_027476181.1
1994.0	1	XP_027472818.1	 	39.3	415	46133	tubulin alpha-3 chain [Zalophus californianus]	114	0	0.000	13	6	3	8	6	3	0	7	5	7	13	4	13	4	3	5	11	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.833	0.333	0.000	0.833	0.000	0.000	0.000	0.000	0.000	1.167	0.000	0.583	0.583	0.000	0.333	0.000	0.000	XP_027447042.1, XP_027450065.1, XP_027455939.1, XP_027472818.1, XP_027479674.1
1995.0	1	XP_027472834.1	 	39.9	878	95081	cadherin-16 isoform X1 [Zalophus californianus]	149	149	1.000	9	4	1	18	6	0	0	16	13	15	1	0	0	14	10	18	18	6	0	9	4	1	18	6	0	0	16	13	15	1	0	0	14	10	18	18	6	0	9.000	4.000	1.000	18.000	6.000	0.000	0.000	16.000	13.000	15.000	1.000	0.000	0.000	14.000	10.000	18.000	18.000	6.000	0.000	 
1995.01	1	XP_027472835.1	redundant	42.2	829	90081	cadherin-16 isoform X2 [Zalophus californianus]	149	149	1.000	9	4	1	18	6	0	0	16	13	15	1	0	0	14	10	18	18	6	0	9	4	1	18	6	0	0	16	13	15	1	0	0	14	10	18	18	6	0	9.000	4.000	1.000	18.000	6.000	0.000	0.000	16.000	13.000	15.000	1.000	0.000	0.000	14.000	10.000	18.000	18.000	6.000	0.000	 
1996.0	1	XP_027472864.1	 	36.6	785	85377	cadherin-15 [Zalophus californianus]	87	87	1.000	0	0	0	9	0	0	0	21	16	8	0	0	0	4	10	4	15	0	0	0	0	0	9	0	0	0	21	16	8	0	0	0	4	10	4	15	0	0	0.000	0.000	0.000	9.000	0.000	0.000	0.000	21.000	16.000	8.000	0.000	0.000	0.000	4.000	10.000	4.000	15.000	0.000	0.000	 
1997.0	1	XP_027472994.1	 	27.8	533	59816	copine-3 [Zalophus californianus]	37	37	1.000	5	1	0	4	1	1	0	8	2	3	1	0	1	0	0	2	8	0	0	5	1	0	4	1	1	0	8	2	3	1	0	1	0	0	2	8	0	0	5.000	1.000	0.000	4.000	1.000	1.000	0.000	8.000	2.000	3.000	1.000	0.000	1.000	0.000	0.000	2.000	8.000	0.000	0.000	 
1998.0	1	XP_027473041.1	 	27.5	211	24262	60S ribosomal protein L13 [Zalophus californianus]	10	10	1.000	2	0	0	0	1	0	0	0	0	0	2	0	4	0	0	0	0	1	0	2	0	0	0	1	0	0	0	0	0	2	0	4	0	0	0	0	1	0	2.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	4.000	0.000	0.000	0.000	0.000	1.000	0.000	 
1999.0	1	XP_027473072.1	 	10.1	2026	231452	myosin-14 isoform X2 [Zalophus californianus]	44	13	0.295	9	7	0	1	3	2	0	1	1	1	4	3	8	0	0	1	1	1	1	3	2	0	0	0	1	0	1	1	0	0	1	4	0	0	0	0	0	0	3.244	2.174	0.000	0.000	0.000	1.333	0.000	1.000	1.000	0.000	0.000	3.000	4.174	0.000	0.000	0.333	0.000	0.000	0.000	XP_027426862.1, XP_027447846.1, XP_027467825.1, XP_027469898.1, XP_027473072.1, XP_027480955.1, XP_027480956.1, XP_027480959.1, XP_027480963.1, XP_027481358.1, XP_027481764.1
2000.0	1	XP_027473077.1	 	13.5	1140	128099	myosin-binding protein C, fast-type isoform X1 [Zalophus californianus]	33	24	0.727	4	1	0	0	3	1	0	0	4	3	3	0	1	0	0	0	0	13	0	3	0	0	0	2	0	0	0	3	2	2	0	0	0	0	0	0	12	0	3.231	0.000	0.000	0.000	2.200	0.500	0.000	0.000	3.600	3.000	2.250	0.000	0.000	0.000	0.000	0.000	0.000	12.235	0.000	XP_027450117.1, XP_027473077.1
2000.01	1	XP_027473078.1	redundant	13.5	1139	128000	myosin-binding protein C, fast-type isoform X2 [Zalophus californianus]	33	24	0.727	4	1	0	0	3	1	0	0	4	3	3	0	1	0	0	0	0	13	0	3	0	0	0	2	0	0	0	3	2	2	0	0	0	0	0	0	12	0	3.231	0.000	0.000	0.000	2.200	0.500	0.000	0.000	3.600	3.000	2.250	0.000	0.000	0.000	0.000	0.000	0.000	12.235	0.000	XP_027450117.1, XP_027473077.1
2001.0	1	XP_027473129.1	 	10.4	308	32841	putative L-aspartate dehydrogenase isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2001.01	1	XP_027473130.1	redundant	11.0	292	31071	putative L-aspartate dehydrogenase isoform X2 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2002.0	1	XP_027473142.1	 	79.3	261	28854	kallikrein-1 isoform X2 [Zalophus californianus]	620	620	1.000	4	0	4	99	5	6	10	55	73	35	0	2	5	60	78	95	83	5	1	4	0	4	99	5	6	10	55	73	35	0	2	5	60	78	95	83	5	1	4.000	0.000	4.000	99.000	5.000	6.000	10.000	55.000	73.000	35.000	0.000	2.000	5.000	60.000	78.000	95.000	83.000	5.000	1.000	 
2003.0	1	XP_027473155.1	 	35.6	562	61547	phosphoglucomutase-1 isoform X2 [Zalophus californianus]	51	51	1.000	10	6	9	1	1	0	1	0	0	3	5	0	3	1	0	0	4	7	0	10	6	9	1	1	0	1	0	0	3	5	0	3	1	0	0	4	7	0	10.000	6.000	9.000	1.000	1.000	0.000	1.000	0.000	0.000	3.000	5.000	0.000	3.000	1.000	0.000	0.000	4.000	7.000	0.000	 
2004.0	1	XP_027473161.1	 	22.0	246	27151	kallikrein-6 [Zalophus californianus]XP_027473160.1 kallikrein-6 [Zalophus californianus]	6	6	1.000	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	4.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	 
2005.0	1	XP_027473185.1	 	24.4	381	43223	creatine kinase M-type [Zalophus californianus]XP_027473184.1 creatine kinase M-type [Zalophus californianus]	42	42	1.000	9	2	4	0	6	0	0	0	0	2	5	0	0	0	0	0	0	14	0	9	2	4	0	6	0	0	0	0	2	5	0	0	0	0	0	0	14	0	9.000	2.000	4.000	0.000	6.000	0.000	0.000	0.000	0.000	2.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	14.000	0.000	 
2006.0	1	XP_027473202.1	 	16.2	1001	109943	solute carrier family 12 member 3 [Zalophus californianus]	18	18	1.000	0	0	0	0	0	0	0	12	0	4	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	12	0	4	0	0	0	0	1	0	1	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	12.000	0.000	4.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	 
2007.0	1	XP_027473206.1	 	40.7	366	39887	IST1 homolog, partial [Zalophus californianus]	68	68	1.000	4	2	1	10	1	0	2	6	8	2	1	0	2	4	7	8	9	0	1	4	2	1	10	1	0	2	6	8	2	1	0	2	4	7	8	9	0	1	4.000	2.000	1.000	10.000	1.000	0.000	2.000	6.000	8.000	2.000	1.000	0.000	2.000	4.000	7.000	8.000	9.000	0.000	1.000	 
2008.0	1	XP_027473223.1	 	14.3	851	93645	tubulin beta-3 chain [Zalophus californianus]	95	1	0.011	20	5	1	8	3	3	2	2	1	3	14	0	21	1	2	2	4	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0.000	0.333	0.250	0.000	0.333	0.833	0.500	0.333	0.000	0.333	0.000	0.000	8.333	0.333	0.583	0.500	0.000	0.583	0.000	XP_027437449.1, XP_027439077.1, XP_027458582.1, XP_027459898.1, XP_027471764.1, XP_027473223.1, XP_027478147.1
2009.0	1	XP_027473241.1	 	24.7	522	56044	carcinoembryonic antigen-related cell adhesion molecule 1-like isoform X1 [Zalophus californianus]	37	27	0.730	0	2	0	3	3	7	1	2	0	0	1	0	0	0	4	7	6	0	1	0	2	0	1	2	7	1	0	0	0	1	0	0	0	3	5	4	0	1	0.000	2.000	0.000	3.000	2.400	7.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	4.000	7.000	6.000	0.000	1.000	XP_027473241.1, XP_027475715.1
2010.0	1	XP_027473267.1	 	56.0	911	104920	alpha-actinin-4 isoform X1 [Zalophus californianus]	202	131	0.649	37	22	2	8	9	9	2	20	10	10	21	0	21	5	0	0	21	4	1	24	9	2	7	7	5	1	12	5	3	17	0	16	3	0	0	17	2	1	35.436	14.909	2.000	7.875	8.273	9.000	2.000	20.000	9.500	10.000	20.629	0.000	20.667	5.000	0.000	0.000	21.000	4.000	1.000	XP_027424666.1, XP_027426852.1, XP_027450896.1, XP_027473267.1
2011.0	1	XP_027473277.1	 	9.2	687	76948	adhesion G-protein coupled receptor G1 [Zalophus californianus]XP_027473276.1 adhesion G-protein coupled receptor G1 [Zalophus californianus]XP_027473274.1 adhesion G-protein coupled receptor G1 [Zalophus californianus]XP_027473273.1 adhesion G-protein coupled receptor G1 [Zalophus californianus]XP_027473272.1 adhesion G-protein coupled receptor G1 [Zalophus californianus]XP_027473271.1 adhesion G-protein coupled receptor G1 [Zalophus californianus]	12	12	1.000	0	1	0	2	3	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0	1	0	2	3	0	1	1	0	0	0	0	0	1	1	1	1	0	0	0.000	1.000	0.000	2.000	3.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	1.000	1.000	0.000	0.000	 
2012.0	1	XP_027473341.1	 	47.7	174	20326	glia maturation factor gamma isoform X1 [Zalophus californianus]	48	30	0.625	10	3	0	0	7	2	3	1	1	5	0	0	4	4	1	0	0	3	4	7	2	0	0	6	1	1	0	0	2	0	0	3	2	1	0	0	2	3	8.909	2.500	0.000	0.000	6.667	2.000	2.000	0.500	0.500	3.000	0.000	0.000	3.750	4.000	1.000	0.000	0.000	2.500	3.750	XP_027427006.1, XP_027473341.1
2012.01	1	XP_027473342.1	redundant	58.5	142	16798	glia maturation factor gamma isoform X2 [Zalophus californianus]	48	30	0.625	10	3	0	0	7	2	3	1	1	5	0	0	4	4	1	0	0	3	4	7	2	0	0	6	1	1	0	0	2	0	0	3	2	1	0	0	2	3	8.909	2.500	0.000	0.000	6.667	2.000	2.000	0.500	0.500	3.000	0.000	0.000	3.750	4.000	1.000	0.000	0.000	2.500	3.750	XP_027427006.1, XP_027473341.1
2013.0	1	XP_027473344.1	 	0.8	5048	566000	ryanodine receptor 1 isoform X1 [Zalophus californianus]	6	6	1.000	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	 
2013.01	1	XP_027473345.1	redundant	0.8	5041	565159	ryanodine receptor 1 isoform X2 [Zalophus californianus]	6	6	1.000	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	 
2013.02	1	XP_027473346.1	redundant	0.8	5036	564689	ryanodine receptor 1 isoform X3 [Zalophus californianus]	6	6	1.000	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	 
2014.0	1	XP_027473391.1	 	14.5	490	54706	phospholipase D3 [Zalophus californianus]XP_027473390.1 phospholipase D3 [Zalophus californianus]XP_027473389.1 phospholipase D3 [Zalophus californianus]	16	16	1.000	0	0	0	0	0	0	0	3	4	2	0	0	0	0	2	0	5	0	0	0	0	0	0	0	0	0	3	4	2	0	0	0	0	2	0	5	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	4.000	2.000	0.000	0.000	0.000	0.000	2.000	0.000	5.000	0.000	0.000	 
2015.0	1	XP_027473418.1	 	26.9	1180	134192	Golgi apparatus protein 1 [Zalophus californianus]	111	111	1.000	2	0	0	14	2	0	2	17	8	3	0	0	3	8	21	12	18	0	1	2	0	0	14	2	0	2	17	8	3	0	0	3	8	21	12	18	0	1	2.000	0.000	0.000	14.000	2.000	0.000	2.000	17.000	8.000	3.000	0.000	0.000	3.000	8.000	21.000	12.000	18.000	0.000	1.000	 
2016.0	1	XP_027473432.1	 	2.9	1244	135346	nephrin isoform X1 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2016.01	1	XP_027473433.1	redundant	2.9	1242	135157	nephrin isoform X2 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2016.02	1	XP_027473434.1	redundant	3.0	1211	131597	nephrin isoform X3 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2016.03	1	XP_027473435.1	redundant	3.0	1209	131316	nephrin isoform X4 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2016.04	1	XP_027473436.1	redundant	3.4	1068	116921	nephrin isoform X5 [Zalophus californianus]	2	2	1.000	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2017.0	1	XP_027473595.1	 	71.3	575	58878	suprabasin [Zalophus californianus]	153	153	1.000	44	9	2	0	22	15	15	1	0	0	16	0	12	3	2	2	0	10	0	44	9	2	0	22	15	15	1	0	0	16	0	12	3	2	2	0	10	0	44.000	9.000	2.000	0.000	22.000	15.000	15.000	1.000	0.000	0.000	16.000	0.000	12.000	3.000	2.000	2.000	0.000	10.000	0.000	 
2018.0	1	XP_027473608.1	 	31.6	553	60068	macrophage colony-stimulating factor 1 isoform X1 [Zalophus californianus]	335	334	0.997	13	12	1	31	19	8	16	30	24	20	11	2	15	25	24	28	38	14	4	13	12	1	31	19	8	16	30	24	20	10	2	15	25	24	28	38	14	4	13.000	12.000	1.000	31.000	19.000	8.000	16.000	30.000	24.000	20.000	10.909	2.000	15.000	25.000	24.000	28.000	38.000	14.000	4.000	XP_027445886.1, XP_027473608.1
2018.01	1	XP_027473617.1	redundant	31.6	553	60153	macrophage colony-stimulating factor 1 isoform X2 [Zalophus californianus]	335	334	0.997	13	12	1	31	19	8	16	30	24	20	11	2	15	25	24	28	38	14	4	13	12	1	31	19	8	16	30	24	20	10	2	15	25	24	28	38	14	4	13.000	12.000	1.000	31.000	19.000	8.000	16.000	30.000	24.000	20.000	10.909	2.000	15.000	25.000	24.000	28.000	38.000	14.000	4.000	XP_027445886.1, XP_027473608.1
2018.02	1	XP_027473631.1	redundant	34.2	512	55735	macrophage colony-stimulating factor 1 isoform X3 [Zalophus californianus]	335	334	0.997	13	12	1	31	19	8	16	30	24	20	11	2	15	25	24	28	38	14	4	13	12	1	31	19	8	16	30	24	20	10	2	15	25	24	28	38	14	4	13.000	12.000	1.000	31.000	19.000	8.000	16.000	30.000	24.000	20.000	10.909	2.000	15.000	25.000	24.000	28.000	38.000	14.000	4.000	XP_027445886.1, XP_027473608.1
2019.0	1	XP_027473645.1	 	60.4	500	49202	dermokine [Zalophus californianus]	245	245	1.000	36	7	3	13	23	14	14	9	3	6	13	7	24	19	12	17	5	10	10	36	7	3	13	23	14	14	9	3	6	13	7	24	19	12	17	5	10	10	36.000	7.000	3.000	13.000	23.000	14.000	14.000	9.000	3.000	6.000	13.000	7.000	24.000	19.000	12.000	17.000	5.000	10.000	10.000	 
2020.0	1	XP_027473667.1	 	40.0	432	46381	serine protease hepsin isoform X1 [Zalophus californianus]	44	44	1.000	0	0	0	6	0	1	0	5	5	4	0	0	3	9	4	4	3	0	0	0	0	0	6	0	1	0	5	5	4	0	0	3	9	4	4	3	0	0	0.000	0.000	0.000	6.000	0.000	1.000	0.000	5.000	5.000	4.000	0.000	0.000	3.000	9.000	4.000	4.000	3.000	0.000	0.000	 
2020.01	1	XP_027473668.1	redundant	41.5	417	44904	serine protease hepsin isoform X2 [Zalophus californianus]	44	44	1.000	0	0	0	6	0	1	0	5	5	4	0	0	3	9	4	4	3	0	0	0	0	0	6	0	1	0	5	5	4	0	0	3	9	4	4	3	0	0	0.000	0.000	0.000	6.000	0.000	1.000	0.000	5.000	5.000	4.000	0.000	0.000	3.000	9.000	4.000	4.000	3.000	0.000	0.000	 
2021.0	1	XP_027473677.1	 	9.2	401	43855	glyceraldehyde-3-phosphate dehydrogenase, testis-specific [Zalophus californianus]	33	1	0.030	4	2	1	1	3	1	1	2	1	1	4	1	1	1	1	1	1	5	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.667	0.000	XP_027445522.1, XP_027446892.1, XP_027446896.1, XP_027450691.1, XP_027473677.1
2022.0	1	XP_027473724.1	 	20.5	278	29920	uroplakin-1a isoform X1 [Zalophus californianus]	37	37	1.000	5	5	7	0	1	2	1	0	0	0	7	1	4	0	0	0	0	3	1	5	5	7	0	1	2	1	0	0	0	7	1	4	0	0	0	0	3	1	5.000	5.000	7.000	0.000	1.000	2.000	1.000	0.000	0.000	0.000	7.000	1.000	4.000	0.000	0.000	0.000	0.000	3.000	1.000	 
2022.01	1	XP_027473725.1	redundant	20.9	273	30083	uroplakin-1a isoform X2 [Zalophus californianus]	37	37	1.000	5	5	7	0	1	2	1	0	0	0	7	1	4	0	0	0	0	3	1	5	5	7	0	1	2	1	0	0	0	7	1	4	0	0	0	0	3	1	5.000	5.000	7.000	0.000	1.000	2.000	1.000	0.000	0.000	0.000	7.000	1.000	4.000	0.000	0.000	0.000	0.000	3.000	1.000	 
2022.02	1	XP_027473726.1	redundant	22.2	257	28704	uroplakin-1a isoform X3 [Zalophus californianus]	37	37	1.000	5	5	7	0	1	2	1	0	0	0	7	1	4	0	0	0	0	3	1	5	5	7	0	1	2	1	0	0	0	7	1	4	0	0	0	0	3	1	5.000	5.000	7.000	0.000	1.000	2.000	1.000	0.000	0.000	0.000	7.000	1.000	4.000	0.000	0.000	0.000	0.000	3.000	1.000	 
2023.0	1	XP_027473731.1	 	41.9	265	28069	calpain small subunit 1 isoform X1 [Zalophus californianus]	29	6	0.207	6	4	2	0	0	0	0	0	0	4	4	0	3	0	0	0	1	5	0	2	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	1	0	6.000	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	2.500	0.000	1.500	0.000	0.000	0.000	1.000	5.000	0.000	XP_027473731.1, XP_027473732.1
2024.0	1	XP_027473732.1	 	26.7	206	23665	calpain small subunit 1 isoform X2 [Zalophus californianus]	24	1	0.042	4	4	2	0	0	0	0	0	0	3	4	0	3	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0.000	2.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.500	0.000	1.500	0.000	0.000	0.000	0.000	0.000	0.000	XP_027473731.1, XP_027473732.1
2025.0	1	XP_027473740.1	 	17.2	244	27458	tubulin-folding cofactor B isoform X1 [Zalophus californianus]	15	15	1.000	1	1	0	0	4	0	0	0	0	1	5	0	1	0	0	0	0	2	0	1	1	0	0	4	0	0	0	0	1	5	0	1	0	0	0	0	2	0	1.000	1.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	1.000	5.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	 
2026.0	1	XP_027473752.1	 	65.2	158	17137	heat shock protein beta-6 [Zalophus californianus]	30	30	1.000	8	1	1	0	3	2	4	0	0	2	2	0	4	0	0	0	0	2	1	8	1	1	0	3	2	4	0	0	2	2	0	4	0	0	0	0	2	1	8.000	1.000	1.000	0.000	3.000	2.000	4.000	0.000	0.000	2.000	2.000	0.000	4.000	0.000	0.000	0.000	0.000	2.000	1.000	 
2027.0	1	XP_027473784.1	 	64.0	86	10156	cytochrome c oxidase subunit 6B1 [Zalophus californianus]XP_027473783.1 cytochrome c oxidase subunit 6B1 [Zalophus californianus]XP_027469899.1 cytochrome c oxidase subunit 6B1 [Zalophus californianus]	13	13	1.000	1	0	0	0	3	0	0	1	0	0	4	0	2	0	0	0	2	0	0	1	0	0	0	3	0	0	1	0	0	4	0	2	0	0	0	2	0	0	1.000	0.000	0.000	0.000	3.000	0.000	0.000	1.000	0.000	0.000	4.000	0.000	2.000	0.000	0.000	0.000	2.000	0.000	0.000	 
2028.0	1	XP_027473785.1	 	54.2	83	8699	hepcidin [Zalophus californianus]	731	731	1.000	100	41	10	23	70	20	30	28	20	15	58	7	52	123	11	37	32	39	15	100	41	10	23	70	20	30	28	20	15	58	7	52	123	11	37	32	39	15	100.000	41.000	10.000	23.000	70.000	20.000	30.000	28.000	20.000	15.000	58.000	7.000	52.000	123.000	11.000	37.000	32.000	39.000	15.000	 
2029.0	1	XP_027473792.1	 	38.8	335	36558	trans-1,2-dihydrobenzene-1,2-diol dehydrogenase [Zalophus californianus]	44	44	1.000	0	0	0	5	0	0	0	13	6	2	0	0	0	2	0	3	13	0	0	0	0	0	5	0	0	0	13	6	2	0	0	0	2	0	3	13	0	0	0.000	0.000	0.000	5.000	0.000	0.000	0.000	13.000	6.000	2.000	0.000	0.000	0.000	2.000	0.000	3.000	13.000	0.000	0.000	 
2030.0	1	XP_027473793.1	 	28.3	205	22545	apoptosis regulator BAX isoform X1 [Zalophus californianus]	11	11	1.000	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	1	0	2	0	0	0	2	0	0	0	0	4	2	0	0	0	0	0	0	1	0	2.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	4.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	 
