Program "PAW_protein_grouper.py" run on Wed Jul 17 11:41:51 2019


	=SUBTOTAL(109,B6:B2341)																																																																					
1829	1	XP_027468516.1	 	 	 	 	25.5	455	49839	torsin-1A-interacting protein 2-like [Zalophus californianus]XP_027468515.1 torsin-1A-interacting protein 2-like [Zalophus californianus]XP_027468513.1 torsin-1A-interacting protein 2-like [Zalophus californianus]XP_027468512.1 torsin-1A-interacting protein 2-like [Zalophus californianus]	17	17	1.000	4	0	0	1	1	0	0	2	3	3	1	0	1	0	0	0	1	0	0	4	0	0	1	1	0	0	2	3	3	1	0	1	0	0	0	1	0	0	4.000	0.000	0.000	1.000	1.000	0.000	0.000	2.000	3.000	3.000	1.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000
1830	1	XP_027468523.1	 	 	 	 	43.4	295	34179	sulfotransferase 1A1 [Zalophus californianus]XP_027468522.1 sulfotransferase 1A1 [Zalophus californianus]XP_027468521.1 sulfotransferase 1A1 [Zalophus californianus]XP_027468520.1 sulfotransferase 1A1 [Zalophus californianus]XP_027468519.1 sulfotransferase 1A1 [Zalophus californianus]XP_027468518.1 sulfotransferase 1A1 [Zalophus californianus]	34	34	1.000	10	0	0	0	0	0	0	5	5	1	11	0	1	0	0	0	1	0	0	10	0	0	0	0	0	0	5	5	1	11	0	1	0	0	0	1	0	0	10.000	0.000	0.000	0.000	0.000	0.000	0.000	5.000	5.000	1.000	11.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	0.000
1831	1	XP_027468544.1	 	 	 	 	3.5	2313	261956	coagulation factor V [Zalophus californianus]	22	22	1.000	1	1	0	1	2	0	0	1	1	2	2	0	2	0	1	2	6	0	0	1	1	0	1	2	0	0	1	1	2	2	0	2	0	1	2	6	0	0	1.000	1.000	0.000	1.000	2.000	0.000	0.000	1.000	1.000	2.000	2.000	0.000	2.000	0.000	1.000	2.000	6.000	0.000	0.000
1832	1	XP_027468567.1	 	 	 	 	62.9	89	10508	protein S100-A8 [Zalophus californianus]	115	115	1.000	7	27	1	0	19	14	0	0	1	0	21	2	15	0	0	0	0	2	6	7	27	1	0	19	14	0	0	1	0	21	2	15	0	0	0	0	2	6	7.000	27.000	1.000	0.000	19.000	14.000	0.000	0.000	1.000	0.000	21.000	2.000	15.000	0.000	0.000	0.000	0.000	2.000	6.000
1833	1	XP_027468598.1 (+6)	XP_027468598.1&XP_027468599.1&XP_027468601.1&XP_027468603.1&XP_027468606.1&XP_027468608.1&XP_027468610.1	 	 	 	37.2	752	64438	elastin isoform X1 [Zalophus californianus]	92	92	1.000	25	14	0	1	10	0	7	6	0	0	13	2	3	1	1	0	2	7	0	25	14	0	1	10	0	7	6	0	0	13	2	3	1	1	0	2	7	0	25.000	14.000	0.000	1.000	10.000	0.000	7.000	6.000	0.000	0.000	13.000	2.000	3.000	1.000	1.000	0.000	2.000	7.000	0.000
1834	1	XP_027468686.1	 	 	 	 	12.9	489	56054	ectonucleotide pyrophosphatase/phosphodiesterase family member 7-like [Zalophus californianus]	7	7	1.000	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	7.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1835	1	XP_027468692.1	 	 	 	 	38.8	152	17771	ferritin heavy chain-like isoform X2 [Zalophus californianus]XP_027468685.1 ferritin heavy chain-like isoform X1 [Zalophus californianus]	18	18	1.000	2	1	0	1	0	0	0	0	2	0	7	0	0	0	0	1	1	3	0	2	1	0	1	0	0	0	0	2	0	7	0	0	0	0	1	1	3	0	2.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	2.000	0.000	7.000	0.000	0.000	0.000	0.000	1.000	1.000	3.000	0.000
1836	1	XP_027468717.1 (+1)	XP_027468717.1&XP_027468718.1	 	 	 	24.2	211	23909	platelet-derived growth factor subunit A isoform X1 [Zalophus californianus]	30	30	1.000	3	1	0	0	6	0	4	2	1	1	3	0	7	1	0	0	0	0	1	3	1	0	0	6	0	4	2	1	1	3	0	7	1	0	0	0	0	1	3.000	1.000	0.000	0.000	6.000	0.000	4.000	2.000	1.000	1.000	3.000	0.000	7.000	1.000	0.000	0.000	0.000	0.000	1.000
1837	1	XP_027468720.1 (+1)	XP_027468720.1&XP_027468721.1	 	XP_027431976.1, XP_027468720.1, XP_027481343.1	 	10.1	1000	110320	sarcoplasmic/endoplasmic reticulum calcium ATPase 1 isoform X1 [Zalophus californianus]XP_027468719.1 sarcoplasmic/endoplasmic reticulum calcium ATPase 1 isoform X1 [Zalophus californianus]	15	3	0.200	4	0	0	0	3	0	0	0	2	0	0	0	3	0	0	0	0	3	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	4.000	0.000	0.000	0.000	1.500	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000
1838	1	XP_027468737.1	 	 	 	 	69.6	92	10668	protein S100-A12 [Zalophus californianus]	40	40	1.000	1	15	0	1	4	5	0	0	0	0	5	2	5	0	0	0	0	0	2	1	15	0	1	4	5	0	0	0	0	5	2	5	0	0	0	0	0	2	1.000	15.000	0.000	1.000	4.000	5.000	0.000	0.000	0.000	0.000	5.000	2.000	5.000	0.000	0.000	0.000	0.000	0.000	2.000
1839	1	XP_027468789.1	 	 	 	 	68.9	190	19904	jupiter microtubule associated homolog 2 [Zalophus californianus]	16	16	1.000	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	11	0	0	0	0	0	0	0	0	5.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	11.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1840	1	XP_027468831.1	 	 	 	 	33.8	518	58028	pancreatic secretory granule membrane major glycoprotein GP2 [Zalophus californianus]	47	47	1.000	3	3	0	2	2	23	2	0	1	0	1	0	5	1	2	1	0	1	0	3	3	0	2	2	23	2	0	1	0	1	0	5	1	2	1	0	1	0	3.000	3.000	0.000	2.000	2.000	23.000	2.000	0.000	1.000	0.000	1.000	0.000	5.000	1.000	2.000	1.000	0.000	1.000	0.000
1841	1	XP_027468898.1	 	 	 	 	15.5	362	39865	uncharacterized protein LOC113933204 [Zalophus californianus]	148	148	1.000	5	5	2	9	10	7	8	9	9	7	7	4	8	8	13	12	15	8	2	5	5	2	9	10	7	8	9	9	7	7	4	8	8	13	12	15	8	2	5.000	5.000	2.000	9.000	10.000	7.000	8.000	9.000	9.000	7.000	7.000	4.000	8.000	8.000	13.000	12.000	15.000	8.000	2.000
1842	1	XP_027468908.1	 	 	 	 	7.7	390	43062	interleukin enhancer-binding factor 2 [Zalophus californianus]	4	4	1.000	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
1843	1	XP_027468924.1 (+1)	XP_027468924.1&XP_027468925.1	 	 	 	49.0	394	41671	capZ-interacting protein isoform X1 [Zalophus californianus]	47	47	1.000	14	5	0	0	5	3	2	0	0	0	7	0	5	0	0	0	0	5	1	14	5	0	0	5	3	2	0	0	0	7	0	5	0	0	0	0	5	1	14.000	5.000	0.000	0.000	5.000	3.000	2.000	0.000	0.000	0.000	7.000	0.000	5.000	0.000	0.000	0.000	0.000	5.000	1.000
1844	1	XP_027468928.1	 	 	 	 	8.7	585	66428	extracellular serine/threonine protein kinase FAM20C [Zalophus californianus]	13	13	1.000	0	2	0	0	2	0	2	1	0	0	2	0	2	0	0	0	0	1	1	0	2	0	0	2	0	2	1	0	0	2	0	2	0	0	0	0	1	1	0.000	2.000	0.000	0.000	2.000	0.000	2.000	1.000	0.000	0.000	2.000	0.000	2.000	0.000	0.000	0.000	0.000	1.000	1.000
1845	1	XP_027468946.1	 	 	 	 	39.5	129	13451	tumor necrosis factor receptor superfamily member 12A [Zalophus californianus]	151	151	1.000	14	9	1	7	9	12	11	7	9	2	7	1	7	4	10	14	6	16	5	14	9	1	7	9	12	11	7	9	2	7	1	7	4	10	14	6	16	5	14.000	9.000	1.000	7.000	9.000	12.000	11.000	7.000	9.000	2.000	7.000	1.000	7.000	4.000	10.000	14.000	6.000	16.000	5.000
1846	1	XP_027468955.1 (+7)	XP_027468955.1&XP_027468956.1&XP_027468957.1&XP_027468958.1&XP_027468959.1&XP_027468960.1&XP_027468962.1&XP_027468963.1	 	 	 	2.0	1154	128479	integrin alpha-M isoform X1 [Zalophus californianus]	4	4	1.000	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1847	1	XP_027468987.1 (+2)	XP_027468987.1&XP_027468988.1&XP_027468989.1	 	 	 	8.5	1014	106937	ubiquitin-associated protein 2-like isoform X12 [Zalophus californianus]	67	67	1.000	1	0	0	10	1	0	0	7	9	2	3	0	0	4	10	11	9	0	0	1	0	0	10	1	0	0	7	9	2	3	0	0	4	10	11	9	0	0	1.000	0.000	0.000	10.000	1.000	0.000	0.000	7.000	9.000	2.000	3.000	0.000	0.000	4.000	10.000	11.000	9.000	0.000	0.000
1848	1	XP_027468993.1	 	 	 	 	8.8	318	36373	lysophospholipase D GDPD3 isoform X2 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1849	1	XP_027468994.1	 	 	 	 	13.5	379	42984	mitogen-activated protein kinase 3 [Zalophus californianus]	5	5	1.000	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000
1850	1	XP_027469009.1	 	 	XP_027449573.1, XP_027469009.1	 	53.0	283	30712	voltage-dependent anion-selective channel protein 1 [Zalophus californianus]XP_027461064.1 voltage-dependent anion-selective channel protein 1 isoform X1 [Zalophus californianus]XP_027461063.1 voltage-dependent anion-selective channel protein 1 isoform X1 [Zalophus californianus]	97	84	0.866	8	1	0	3	2	12	0	15	10	9	0	0	9	3	4	8	12	1	0	6	1	0	3	2	10	0	11	9	8	0	0	9	3	4	8	9	1	0	7.714	1.000	0.000	3.000	2.000	11.818	0.000	14.143	9.750	9.000	0.000	0.000	9.000	3.000	4.000	8.000	10.800	1.000	0.000
1851	1	XP_027469034.1	 	 	 	 	24.8	1162	121872	apolipoprotein B receptor [Zalophus californianus]	32	32	1.000	10	5	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	4	0	10	5	0	0	8	0	0	0	0	0	5	0	0	0	0	0	0	4	0	10.000	5.000	0.000	0.000	8.000	0.000	0.000	0.000	0.000	0.000	5.000	0.000	0.000	0.000	0.000	0.000	0.000	4.000	0.000
1852	1	XP_027469045.1	 	 	 	 	9.8	377	43277	prolargin [Zalophus californianus]XP_027469044.1 prolargin [Zalophus californianus]	7	7	1.000	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	0	0	4	0	0	0	0	0	1	0	0	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000	4.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	0.000
1853	1	XP_027469051.1 (+1)	XP_027469051.1&XP_027473569.1	 	 	 	28.9	294	31906	NAD(P)H-hydrate epimerase isoform X1 [Zalophus californianus]	30	30	1.000	3	1	0	0	0	1	0	4	6	13	0	0	1	0	0	0	0	1	0	3	1	0	0	0	1	0	4	6	13	0	0	1	0	0	0	0	1	0	3.000	1.000	0.000	0.000	0.000	1.000	0.000	4.000	6.000	13.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000
1854	1	XP_027469062.1 (+1)	XP_027469062.1&XP_027469064.1	 	 	 	8.5	673	74062	sodium/myo-inositol cotransporter 2 isoform X1 [Zalophus californianus]	23	23	1.000	0	0	0	5	0	0	0	3	3	2	0	0	0	2	0	2	6	0	0	0	0	0	5	0	0	0	3	3	2	0	0	0	2	0	2	6	0	0	0.000	0.000	0.000	5.000	0.000	0.000	0.000	3.000	3.000	2.000	0.000	0.000	0.000	2.000	0.000	2.000	6.000	0.000	0.000
1855	1	XP_027469076.1 (+2)	XP_027469076.1&XP_027469078.1&XP_027469083.1	 	 	 	54.2	812	89175	polymeric immunoglobulin receptor isoform X1 [Zalophus californianus]	2411	2411	1.000	83	88	38	249	111	130	107	186	188	102	76	33	127	120	166	199	255	93	60	83	88	38	249	111	130	107	186	188	102	76	33	127	120	166	199	255	93	60	83.000	88.000	38.000	249.000	111.000	130.000	107.000	186.000	188.000	102.000	76.000	33.000	127.000	120.000	166.000	199.000	255.000	93.000	60.000
1856	1	XP_027469086.1	 	 	 	 	18.1	493	54716	fascin [Zalophus californianus]	12	12	1.000	4	1	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	3	4	0	0	0	0	0	0	0	0	4.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	4.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1857	1	XP_027469122.1	 	 	 	 	59.8	122	13081	proteasome assembly chaperone 3 [Zalophus californianus]XP_027469121.1 proteasome assembly chaperone 3 [Zalophus californianus]XP_027469120.1 proteasome assembly chaperone 3 [Zalophus californianus]	12	12	1.000	3	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3	0	0	0	2	0	0	0	0	7	0	0	0	0	0	0	0	0	0	3.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	7.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1858	1	XP_027469141.1 (+1)	XP_027469141.1&XP_027469142.1	 	 	 	16.9	991	108749	ephrin type-B receptor 4 isoform X1 [Zalophus californianus]	31	31	1.000	0	0	0	3	0	0	1	9	5	2	0	0	0	2	1	2	6	0	0	0	0	0	3	0	0	1	9	5	2	0	0	0	2	1	2	6	0	0	0.000	0.000	0.000	3.000	0.000	0.000	1.000	9.000	5.000	2.000	0.000	0.000	0.000	2.000	1.000	2.000	6.000	0.000	0.000
1859	1	XP_027469148.1 (+1)	XP_027469148.1&XP_027469149.1	 	XP_027426210.1, XP_027469148.1	 	3.6	768	87503	multifunctional procollagen lysine hydroxylase and glycosyltransferase LH3 isoform X1 [Zalophus californianus]	3	1	0.333	0	0	0	2	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	1.250	0.000	0.000	0.500	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1860	1	XP_027469176.1	 	 	 	 	18.5	130	14839	40S ribosomal protein S15a [Zalophus californianus]XP_027456153.1 40S ribosomal protein S15a [Zalophus californianus]	4	4	1.000	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	1.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	0.000	0.000
1861	1	XP_027469186.1	 	 	 	 	16.2	198	21862	apolipoprotein R-like [Zalophus californianus]	26	26	1.000	0	0	0	3	0	0	0	5	3	2	0	0	0	0	3	5	5	0	0	0	0	0	3	0	0	0	5	3	2	0	0	0	0	3	5	5	0	0	0.000	0.000	0.000	3.000	0.000	0.000	0.000	5.000	3.000	2.000	0.000	0.000	0.000	0.000	3.000	5.000	5.000	0.000	0.000
1862	1	XP_027469198.1	 	 	 	 	64.7	465	52661	antithrombin-III isoform X1 [Zalophus californianus]	1011	1011	1.000	48	55	54	43	41	53	58	37	111	136	38	63	51	73	31	12	15	48	44	48	55	54	43	41	53	58	37	111	136	38	63	51	73	31	12	15	48	44	48.000	55.000	54.000	43.000	41.000	53.000	58.000	37.000	111.000	136.000	38.000	63.000	51.000	73.000	31.000	12.000	15.000	48.000	44.000
1865	1	XP_027469250.1	 	 	 	 	51.9	308	33450	3'(2'),5'-bisphosphate nucleotidase 1 [Zalophus californianus]XP_027469249.1 3'(2'),5'-bisphosphate nucleotidase 1 [Zalophus californianus]XP_027469248.1 3'(2'),5'-bisphosphate nucleotidase 1 [Zalophus californianus]	152	152	1.000	16	9	1	9	13	5	3	8	9	21	12	0	23	4	3	1	4	8	3	16	9	1	9	13	5	3	8	9	21	12	0	23	4	3	1	4	8	3	16.000	9.000	1.000	9.000	13.000	5.000	3.000	8.000	9.000	21.000	12.000	0.000	23.000	4.000	3.000	1.000	4.000	8.000	3.000
1866	1	XP_027469256.1	 	 	 	 	17.6	652	70274	LOW QUALITY PROTEIN: insulin-like growth factor-binding protein complex acid labile subunit [Zalophus californianus]	27	27	1.000	2	4	3	0	1	2	1	3	2	1	0	2	0	3	0	1	0	0	2	2	4	3	0	1	2	1	3	2	1	0	2	0	3	0	1	0	0	2	2.000	4.000	3.000	0.000	1.000	2.000	1.000	3.000	2.000	1.000	0.000	2.000	0.000	3.000	0.000	1.000	0.000	0.000	2.000
1867	1	XP_027469265.1 (+1)	XP_027469265.1&XP_027469267.1	 	 	 	23.6	309	33976	hydroxyacylglutathione hydrolase, mitochondrial isoform X1 [Zalophus californianus]	5	5	1.000	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000
1868	1	XP_027469328.1 (+1)	XP_027469328.1&XP_027469329.1	 	 	 	14.5	1756	204648	periplakin isoform X1 [Zalophus californianus]	30	30	1.000	11	2	0	0	2	1	0	0	0	0	4	0	9	0	0	0	0	1	0	11	2	0	0	2	1	0	0	0	0	4	0	9	0	0	0	0	1	0	11.000	2.000	0.000	0.000	2.000	1.000	0.000	0.000	0.000	0.000	4.000	0.000	9.000	0.000	0.000	0.000	0.000	1.000	0.000
1869	1	XP_027469341.1	 	 	 	 	34.7	251	27741	vacuolar protein sorting-associated protein 37D [Zalophus californianus]	10	10	1.000	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	4	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	1	1	4	0	0	0.000	0.000	0.000	3.000	0.000	0.000	0.000	1.000	0.000	0.000	0.000	0.000	0.000	0.000	1.000	1.000	4.000	0.000	0.000
1870	1	XP_027469386.1	 	 	 	 	34.8	221	24037	protein CREG1 [Zalophus californianus]	18	18	1.000	1	0	0	1	0	0	0	2	7	5	0	0	0	0	0	1	0	1	0	1	0	0	1	0	0	0	2	7	5	0	0	0	0	0	1	0	1	0	1.000	0.000	0.000	1.000	0.000	0.000	0.000	2.000	7.000	5.000	0.000	0.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000
1871	1	XP_027469387.1	 	 	 	 	48.3	350	38367	CD5 antigen-like [Zalophus californianus]	87	86	0.989	7	6	9	3	6	4	2	0	0	1	15	13	5	1	1	0	0	11	3	7	6	9	3	6	4	2	0	0	1	15	13	4	1	1	0	0	11	3	7.000	6.000	9.000	3.000	6.000	4.000	2.000	0.000	0.000	1.000	15.000	13.000	4.007	1.000	1.000	0.000	0.000	11.000	3.000
1872	1	XP_027469399.1	 	 	 	 	31.8	406	46003	olfactomedin-like protein 3 [Zalophus californianus]	38	38	1.000	0	7	7	3	1	0	2	1	2	0	0	1	0	4	4	2	0	0	4	0	7	7	3	1	0	2	1	2	0	0	1	0	4	4	2	0	0	4	0.000	7.000	7.000	3.000	1.000	0.000	2.000	1.000	2.000	0.000	0.000	1.000	0.000	4.000	4.000	2.000	0.000	0.000	4.000
1873	1	XP_027469406.1	 	 	XP_027465539.1, XP_027469223.1, XP_027469225.1, XP_027469406.1	 	98.6	142	15335	hemoglobin subunit alpha [Zalophus californianus]	477	41	0.086	15	6	12	1	5	15	15	0	1	28	328	17	4	7	1	0	0	13	9	5	0	0	0	0	2	0	0	0	2	28	0	0	0	0	0	0	2	2	6.429	0.857	1.714	0.143	0.714	3.857	2.143	0.000	0.143	5.714	70.857	2.429	0.571	1.000	0.143	0.000	0.000	3.571	3.000
1874	1	XP_027469526.1	 	 	 	 	29.7	518	56404	4-trimethylaminobutyraldehyde dehydrogenase isoform X1 [Zalophus californianus]	43	43	1.000	10	4	0	3	0	2	0	5	1	2	8	0	3	0	0	0	4	1	0	10	4	0	3	0	2	0	5	1	2	8	0	3	0	0	0	4	1	0	10.000	4.000	0.000	3.000	0.000	2.000	0.000	5.000	1.000	2.000	8.000	0.000	3.000	0.000	0.000	0.000	4.000	1.000	0.000
1875	1	XP_027469532.1 (+1)	XP_027469532.1&XP_027469534.1	 	 	 	11.2	197	22352	tumor necrosis factor receptor superfamily member 17 isoform X1 [Zalophus californianus]XP_027469531.1 tumor necrosis factor receptor superfamily member 17 isoform X1 [Zalophus californianus]	8	8	1.000	1	1	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1	1	0	0	2	0	1	0	0	0	1	0	1	0	0	0	0	1	0	1.000	1.000	0.000	0.000	2.000	0.000	1.000	0.000	0.000	0.000	1.000	0.000	1.000	0.000	0.000	0.000	0.000	1.000	0.000
1876	1	XP_027469587.1 (+2)	XP_027469587.1&XP_027469588.1&XP_027469590.1	 	 	 	8.2	340	37782	SLAM family member 5 isoform X1 [Zalophus californianus]	15	15	1.000	0	0	0	2	0	0	0	3	0	2	0	0	0	0	2	2	4	0	0	0	0	0	2	0	0	0	3	0	2	0	0	0	0	2	2	4	0	0	0.000	0.000	0.000	2.000	0.000	0.000	0.000	3.000	0.000	2.000	0.000	0.000	0.000	0.000	2.000	2.000	4.000	0.000	0.000
1877	1	XP_027469663.1	 	 	 	 	30.7	648	74084	beta-glucuronidase isoform X1 [Zalophus californianus]	86	86	1.000	4	2	0	4	0	6	1	12	8	8	0	0	3	3	11	15	9	0	0	4	2	0	4	0	6	1	12	8	8	0	0	3	3	11	15	9	0	0	4.000	2.000	0.000	4.000	0.000	6.000	1.000	12.000	8.000	8.000	0.000	0.000	3.000	3.000	11.000	15.000	9.000	0.000	0.000
1878	1	XP_027469690.1	 	 	 	 	67.4	172	18925	neudesin [Zalophus californianus]	47	47	1.000	12	3	0	0	12	0	2	0	0	0	10	0	0	0	0	0	0	8	0	12	3	0	0	12	0	2	0	0	0	10	0	0	0	0	0	0	8	0	12.000	3.000	0.000	0.000	12.000	0.000	2.000	0.000	0.000	0.000	10.000	0.000	0.000	0.000	0.000	0.000	0.000	8.000	0.000
1879	1	XP_027469743.1	 	 	 	 	23.5	119	13373	40S ribosomal protein S20 isoform X2 [Zalophus californianus]XP_027469735.1 40S ribosomal protein S20 isoform X1 [Zalophus californianus]	10	10	1.000	1	3	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	1	3	0	0	0	0	0	0	0	0	2	0	3	0	0	0	0	1	0	1.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	2.000	0.000	3.000	0.000	0.000	0.000	0.000	1.000	0.000
1880	1	XP_027469778.1	 	 	 	 	59.9	247	27597	hepatoma-derived growth factor isoform X1 [Zalophus californianus]	31	31	1.000	4	3	0	0	4	0	0	0	1	1	6	0	2	0	0	0	0	10	0	4	3	0	0	4	0	0	0	1	1	6	0	2	0	0	0	0	10	0	4.000	3.000	0.000	0.000	4.000	0.000	0.000	0.000	1.000	1.000	6.000	0.000	2.000	0.000	0.000	0.000	0.000	10.000	0.000
1881	1	XP_027469787.1 (+1)	XP_027469787.1&XP_027469788.1	 	 	 	48.6	625	71027	C4b-binding protein alpha chain-like isoform X1 [Zalophus californianus]	536	536	1.000	12	20	25	46	35	19	35	40	29	13	32	31	23	32	30	43	35	18	18	12	20	25	46	35	19	35	40	29	13	32	31	23	32	30	43	35	18	18	12.000	20.000	25.000	46.000	35.000	19.000	35.000	40.000	29.000	13.000	32.000	31.000	23.000	32.000	30.000	43.000	35.000	18.000	18.000
1882	1	XP_027469841.1	 	 	 	 	61.6	86	10100	bolA-like protein 2 [Zalophus californianus]	21	21	1.000	3	0	0	0	2	0	0	0	0	4	2	0	2	2	0	0	3	3	0	3	0	0	0	2	0	0	0	0	4	2	0	2	2	0	0	3	3	0	3.000	0.000	0.000	0.000	2.000	0.000	0.000	0.000	0.000	4.000	2.000	0.000	2.000	2.000	0.000	0.000	3.000	3.000	0.000
1883	1	XP_027469854.1 (+1)	XP_027469854.1&XP_027469855.1	 	 	 	24.5	474	52476	coronin-1A isoform X1 [Zalophus californianus]	73	73	1.000	15	14	0	0	16	4	1	0	0	0	7	0	6	2	0	0	0	7	1	15	14	0	0	16	4	1	0	0	0	7	0	6	2	0	0	0	7	1	15.000	14.000	0.000	0.000	16.000	4.000	1.000	0.000	0.000	0.000	7.000	0.000	6.000	2.000	0.000	0.000	0.000	7.000	1.000
1884	1	XP_027469883.1 (+1)	XP_027469883.1&XP_027469892.1	 	 	 	15.4	221	24602	phosphoserine phosphatase isoform X2 [Zalophus californianus]	3	3	1.000	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	3.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000	0.000
1886	1	XP_027469893.1 (+2)	XP_027469893.1&XP_027469894.1&XP_027469895.1	 	 	 	34.9	315	35419	inactive C-alpha-formylglycine-generating enzyme 2 isoform X1 [Zalophus californianus]	97	97	1.000	8	8	0	5	8	5	11	4	8	5	10	0	6	3	6	1	3	4	2	8	8	0	5	8	5	11	4	8	5	10	0	6	3	6	1	3	4	2	8.000	8.000	0.000	5.000	8.000	5.000	11.000	4.000	8.000	5.000	10.000	0.000	6.000	3.000	6.000	1.000	3.000	4.000	2.000
1887	1	XP_027469898.1 (+2)	XP_027469898.1&XP_027469900.1&XP_027469901.1	 	XP_027426862.1, XP_027447846.1, XP_027467825.1, XP_027469898.1, XP_027473072.1, XP_027480955.1, XP_027480956.1, XP_027480959.1, XP_027480963.1, XP_027481358.1, XP_027481764.1	 	8.6	1979	227867	myosin-11 isoform X1 [Zalophus californianus]	49	17	0.347	8	8	0	3	6	1	0	2	0	1	4	2	6	2	0	1	1	4	0	2	1	0	2	3	0	0	1	0	1	0	0	2	2	0	0	0	3	0	2.163	1.125	0.000	2.400	3.257	0.000	0.000	1.111	0.000	1.000	0.000	0.000	2.088	2.000	0.000	0.333	0.000	3.231	0.000
